facility_id,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs,start_date,end_date
390328,0015C4F9W7075HE,Y,1/1/2023,12/31/2023
390329,0015CXG91Q2CMQ1,Y,1/1/2023,12/31/2023
390330,0015CU4K22JVL8J,Y,1/1/2023,12/31/2023
390331,,,1/1/2023,12/31/2023
390332,0015CU4K22JVL8J,Y,1/1/2023,12/31/2023
390333,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
390334,0015C8XCN16R6V5,Y,1/1/2023,12/31/2023
390335,0015CU4K22JVL8J,Y,1/1/2023,12/31/2023
390336,0015CSZ1D3D119Q,Y,1/1/2023,12/31/2023
390337,0015CTU9MP4EP7C,Y,1/1/2023,12/31/2023
390338,0015CSC3LJ4K3LJ,Y,1/1/2023,12/31/2023
390339,0015CSZ1D3D119Q,Y,1/1/2023,12/31/2023
390430,,,1/1/2023,12/31/2023
391300,0015CTU9MP4EP7C,Y,1/1/2023,12/31/2023
391301,0015C4F9W7075HE,Y,1/1/2023,12/31/2023
391302,0015CYT94LS81XV,Y,1/1/2023,12/31/2023
391303,0015CTA71RA982F,Y,1/1/2023,12/31/2023
391304,,,1/1/2023,12/31/2023
391305,0015CS2TT1R8X1C,Y,1/1/2023,12/31/2023
391306,,,1/1/2023,12/31/2023
391307,0015CSZ2VTV7WY6,Y,1/1/2023,12/31/2023
391308,0015C7ZEJ6BU1C3,Y,1/1/2023,12/31/2023
391309,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
391312,0015CSZ2VTV7WY6,Y,1/1/2023,12/31/2023
391313,0015CSB4Y1BMG1U,Y,1/1/2023,12/31/2023
391314,0015CDQ4NT0CME6,Y,1/1/2023,12/31/2023
391315,0015CSZ2VTV7WY6,Y,1/1/2023,12/31/2023
391316,0015C4F9W7075HE,Y,1/1/2023,12/31/2023
391317,0015CYT94LS81XV,Y,1/1/2023,12/31/2023
393302,,,1/1/2023,12/31/2023
393303,,,1/1/2023,12/31/2023
393304,,,1/1/2023,12/31/2023
393307,,,1/1/2023,12/31/2023
393309,,,1/1/2023,12/31/2023
400001,0015CFX08VG5AXH,Y,1/1/2023,12/31/2023
400003,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400004,,,1/1/2023,12/31/2023
400005,0015CLL9VAX6EZQ,,1/1/2023,12/31/2023
400006,0015CKP6KWF4UW0,,1/1/2023,12/31/2023
400007,0015C917BEA0FB5,,1/1/2023,12/31/2023
400010,,,1/1/2023,12/31/2023
400011,0015CS7XK0W87PF,Y,1/1/2023,12/31/2023
400012,,,1/1/2023,12/31/2023
400013,0015CS7XK0W87PF,Y,1/1/2023,12/31/2023
400014,0015CA45TU33P9R,,1/1/2023,12/31/2023
400015,0015C917BEA0FB5,,1/1/2023,12/31/2023
400016,,,1/1/2023,12/31/2023
400018,0015CS7XK0W87PF,Y,1/1/2023,12/31/2023
400019,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400021,0015C720UFM119U,Y,1/1/2023,12/31/2023
400022,0015C917BEA0FB5,Y,1/1/2023,12/31/2023
400032,0015CYN11UCD45P,Y,1/1/2023,12/31/2023
400044,0015CZ5HQA3QUJ3,,1/1/2023,12/31/2023
400048,0015CS7XK0W87PF,Y,1/1/2023,12/31/2023
400061,,,1/1/2023,12/31/2023
400079,0015C917BEA0FB5,,1/1/2023,12/31/2023
400087,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400098,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400102,0015CKP6KWF4UW0,,1/1/2023,12/31/2023
400103,0015CYN11UCD45P,Y,1/1/2023,12/31/2023
400104,0015CS7XK0W87PF,Y,1/1/2023,12/31/2023
400105,,,1/1/2023,12/31/2023
400106,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400109,0015CLL9VAX6EZQ,Y,1/1/2023,12/31/2023
400110,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400111,,,1/1/2023,12/31/2023
400112,0015C8CHE73ABS5,,1/1/2023,12/31/2023
400113,0015CS7XK0W87PF,Y,1/1/2023,12/31/2023
400114,0015CYN11UCD45P,Y,1/1/2023,12/31/2023
400115,0015CR6J0TAK0V7,Y,1/1/2023,12/31/2023
400117,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400118,0015CKP6KWF4UW0,Y,1/1/2023,12/31/2023
400120,0015CLA5J01BVJ6,,1/1/2023,12/31/2023
400122,0015CKX0JW40CCE,Y,1/1/2023,12/31/2023
400123,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400124,,,1/1/2023,12/31/2023
400126,0015CHH2AAH53VH,Y,1/1/2023,12/31/2023
400127,,,1/1/2023,12/31/2023
400128,0015CHH2AAH53VH,,1/1/2023,12/31/2023
400130,,,1/1/2023,12/31/2023
400131,0015C917BEA0FB5,,1/1/2023,12/31/2023
400132,0015CKP6KWF4UW0,Y,1/1/2023,12/31/2023
400134,0015C44X5DUB66S,,1/1/2023,12/31/2023
400135,,,1/1/2023,12/31/2023
400136,,,1/1/2023,12/31/2023
400137,0015CLG22RSC84T,,1/1/2023,12/31/2023
400138,,,1/1/2023,12/31/2023
400139,,,1/1/2023,12/31/2023
403301,,,1/1/2023,12/31/2023
410004,0015CDF5PY4TJP8,Y,1/1/2023,12/31/2023
410005,0015CDF5PY4TJP8,Y,1/1/2023,12/31/2023
410006,0015CMR2H5W8V1L,Y,1/1/2023,12/31/2023
410007,0015CMR2H5W8V1L,Y,1/1/2023,12/31/2023
410008,0015C232RB5011D,Y,1/1/2023,12/31/2023
410009,0015CEZ6FY4WR6V,Y,1/1/2023,12/31/2023
410010,0015CEZ6FY4WR6V,Y,1/1/2023,12/31/2023
410011,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
410012,0015CMR2H5W8V1L,Y,1/1/2023,12/31/2023
410013,0015C257B7545Y1,Y,1/1/2023,12/31/2023
420002,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
420004,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420005,0015C37GF5EE7ZL,Y,1/1/2023,12/31/2023
420007,0015CYA85WUZ6AJ,Y,1/1/2023,12/31/2023
420009,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420010,0015CUR4EAF5ZKZ,Y,1/1/2023,12/31/2023
420011,0015CRT7Y4XJX42,Y,1/1/2023,12/31/2023
420015,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420018,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420019,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420020,,,1/1/2023,12/31/2023
420023,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420026,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420027,0015CRT7Y4XJX42,,1/1/2023,12/31/2023
420030,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
420033,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420036,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420037,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420038,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420043,0015CYA85WUZ6AJ,Y,1/1/2023,12/31/2023
420048,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420049,0015CFR3QTF4M95,Y,1/1/2023,12/31/2023
420051,0015C37GF5EE7ZL,Y,1/1/2023,12/31/2023
420053,,,1/1/2023,12/31/2023
420055,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420065,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420067,0015CW5A59QBT9K,Y,1/1/2023,12/31/2023
420070,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420071,0015C97XDZ8XB5U,Y,1/1/2023,12/31/2023
420072,,,1/1/2023,12/31/2023
420073,0015CK5UZP40BNB,Y,1/1/2023,12/31/2023
420078,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420079,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
420080,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
420082,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
420085,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
420086,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420087,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420089,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
420091,0015C2DDX89TPT7,Y,1/1/2023,12/31/2023
420098,,,1/1/2023,12/31/2023
420101,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
420102,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420103,0015CYA85WUZ6AJ,Y,1/1/2023,12/31/2023
420104,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420105,0015C37GF5EE7ZL,Y,1/1/2023,12/31/2023
420106,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
420107,0015C37GF5EE7ZL,Y,1/1/2023,12/31/2023
420108,0015CYA85WUZ6AJ,Y,1/1/2023,12/31/2023
420109,0015C37GF5EE7ZL,Y,1/1/2023,12/31/2023
420110,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
421300,,,1/1/2023,12/31/2023
421301,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
421304,,,1/1/2023,12/31/2023
423300,,,1/1/2023,12/31/2023
430005,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
430008,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
430012,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
430014,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
430015,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
430016,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
430027,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
430048,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
430077,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
430084,0015CWD0UCD0JJL,Y,1/1/2023,12/31/2023
430089,0015CPA1WB1RYG8,Y,1/1/2023,12/31/2023
430090,0015CXC1UU1C0DT,Y,1/1/2023,12/31/2023
430091,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
430093,0015CD44ZFB3ZJS,Y,1/1/2023,12/31/2023
430095,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
430097,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
430098,0015CWD0UCD0JJL,,1/1/2023,12/31/2023
430099,,,1/1/2023,12/31/2023
431300,0015CW40F8CZL04,Y,1/1/2023,12/31/2023
431301,0015C42C2MMY2TK,Y,1/1/2023,12/31/2023
431302,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431305,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431306,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431307,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431308,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431309,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431310,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431311,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431312,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431313,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431314,0015CP587BP0W9H,Y,1/1/2023,12/31/2023
431315,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431316,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431317,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431318,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431319,0015C9QWN8NXF2S,Y,1/1/2023,12/31/2023
431320,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
431321,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
431322,0015CU63GY58X0S,Y,1/1/2023,12/31/2023
431323,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
431324,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431325,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
431326,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431327,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431328,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431329,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431330,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431331,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431332,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431333,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431334,,,1/1/2023,12/31/2023
431335,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
431336,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431337,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431338,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431339,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
431340,0015CJ1HAB8N8YU,Y,1/1/2023,12/31/2023
431383,0015CWD0UCD0JJL,,1/1/2023,12/31/2023
433300,,,1/1/2023,12/31/2023
440001,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440002,0015CQB8ZM93KD6,Y,1/1/2023,12/31/2023
440003,0015CU9F01FSC1G,Y,1/1/2023,12/31/2023
440006,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440007,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
440008,,,1/1/2023,12/31/2023
440009,0015CE3KT9JDC2W,Y,1/1/2023,12/31/2023
440010,0015C2RCJ2PGW63,Y,1/1/2023,12/31/2023
440011,0015C9A12E1QK0F,Y,1/1/2023,12/31/2023
440012,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440015,0015CDC04G3VFH4,Y,1/1/2023,12/31/2023
440016,0015C5HKP92HQ7U,Y,1/1/2023,12/31/2023
440017,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440018,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440020,0015CD30BJE5K3L,Y,1/1/2023,12/31/2023
440029,0015CBX4HFN3AQN,Y,1/1/2023,12/31/2023
440030,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440031,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440032,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440033,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
440034,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440035,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
440039,0015CQ9XL5NVY2Z,Y,1/1/2023,12/31/2023
440046,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440048,0015C5HKP92HQ7U,Y,1/1/2023,12/31/2023
440049,0015C54G7L54DLK,Y,1/1/2023,12/31/2023
440050,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440053,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
440056,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
440057,0015CD30BJE5K3L,Y,1/1/2023,12/31/2023
440058,0015C4XYB82NW5B,Y,1/1/2023,12/31/2023
440059,0015CZT12G0HLB7,Y,1/1/2023,12/31/2023
440060,0015CQB8ZM93KD6,Y,1/1/2023,12/31/2023
440061,0015CQB8ZM93KD6,Y,1/1/2023,12/31/2023
440063,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440065,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440068,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
440072,0015CQB8ZM93KD6,Y,1/1/2023,12/31/2023
440073,0015C2RCJ2PGW63,Y,1/1/2023,12/31/2023
440081,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440082,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
440084,,,1/1/2023,12/31/2023
440091,0015CWD2653NY5L,Y,1/1/2023,12/31/2023
440102,0015CEU7S4GHS1S,Y,1/1/2023,12/31/2023
440104,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
440109,0015CDA13YNK8F1,Y,1/1/2023,12/31/2023
440110,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440111,,,1/1/2023,12/31/2023
440120,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
440125,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440130,0015C5HKP92HQ7U,Y,1/1/2023,12/31/2023
440131,0015C5HKP92HQ7U,Y,1/1/2023,12/31/2023
440132,0015CG91R3XQ5T3,Y,1/1/2023,12/31/2023
440137,0015CQ9XL5NVY2Z,Y,1/1/2023,12/31/2023
440144,0015CQ9XL5NVY2Z,Y,1/1/2023,12/31/2023
440148,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
440150,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440151,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
440152,0015CFV5HFN92A3,Y,1/1/2023,12/31/2023
440153,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
440156,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440159,,,1/1/2023,12/31/2023
440161,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440173,0015C653E6J0GQN,Y,1/1/2023,12/31/2023
440175,0015CD30BJE5K3L,Y,1/1/2023,12/31/2023
440176,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440183,0015CPS61Z1JW9R,Y,1/1/2023,12/31/2023
440184,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
440185,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
440187,0015CC4NC7PMU4W,Y,1/1/2023,12/31/2023
440192,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
440193,0015CQ9XL5NVY2Z,Y,1/1/2023,12/31/2023
440194,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440197,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440200,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
440218,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
440227,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
440228,0015CPS61Z1JW9R,Y,1/1/2023,12/31/2023
440231,,,1/1/2023,12/31/2023
440238,,,1/1/2023,12/31/2023
441300,0015C5AKV1891AK,Y,1/1/2023,12/31/2023
441301,0015CU9F01FSC1G,Y,1/1/2023,12/31/2023
441303,,,1/1/2023,12/31/2023
441304,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
441305,0015CQL7XGG3S24,Y,1/1/2023,12/31/2023
441306,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
441307,0015CU9F01FSC1G,Y,1/1/2023,12/31/2023
441309,0015C2RCJ2PGW63,Y,1/1/2023,12/31/2023
441310,,,1/1/2023,12/31/2023
441313,0015C3QY9WRC3XP,Y,1/1/2023,12/31/2023
441314,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
441316,0015CQB8ZM93KD6,Y,1/1/2023,12/31/2023
441320,0015CQB8ZM93KD6,Y,1/1/2023,12/31/2023
441322,,,1/1/2023,12/31/2023
441323,,,1/1/2023,12/31/2023
443302,,,1/1/2023,12/31/2023
443303,,,1/1/2023,12/31/2023
450002,0015CPS61Z1JW9R,Y,1/1/2023,12/31/2023
450007,0015CWQ52LMZ0GM,Y,1/1/2023,12/31/2023
450010,0015CK7KK8T6DWP,Y,1/1/2023,12/31/2023
450011,0015CCM112X6N6F,Y,1/1/2023,12/31/2023
450015,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
450018,0015CU63GY58X0S,Y,1/1/2023,12/31/2023
450021,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450023,0015CD2H4B3MJD7,Y,1/1/2023,12/31/2023
450024,0015CTV4313HQ0J,Y,1/1/2023,12/31/2023
450028,0015CPS61Z1JW9R,Y,1/1/2023,12/31/2023
450029,0015CPE9ARQ008M,Y,1/1/2023,12/31/2023
450032,0015CYJ419M5S70,Y,1/1/2023,12/31/2023
450033,0015CPS61Z1JW9R,Y,1/1/2023,12/31/2023
450034,0015CJR3Z59N4NU,Y,1/1/2023,12/31/2023
450035,0015C28CYJ5LLF4,Y,1/1/2023,12/31/2023
450039,0015CHL24QZ8GAF,Y,1/1/2023,12/31/2023
450040,0015CCE123S5WK4,Y,1/1/2023,12/31/2023
450042,0015CHM428WL44D,Y,1/1/2023,12/31/2023
450044,0015C97XDZ8XB5U,Y,1/1/2023,12/31/2023
450046,0015CJR3Z59N4NU,Y,1/1/2023,12/31/2023
450051,0015CU63GY58X0S,Y,1/1/2023,12/31/2023
450054,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450055,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
450056,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
450058,0015CLT8S0A3MT6,Y,1/1/2023,12/31/2023
450064,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450068,0015CSB96W4QCU6,Y,1/1/2023,12/31/2023
450072,0015C28RJB881VL,Y,1/1/2023,12/31/2023
450079,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450080,0015CVZ8NZE0N5M,,1/1/2023,12/31/2023
450082,0015CJR3Z59N4NU,Y,1/1/2023,12/31/2023
450083,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
450087,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450090,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
450092,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
450097,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450101,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450102,0015CYJ419M5S70,Y,1/1/2023,12/31/2023
450104,0015CD4YG0NSV27,Y,1/1/2023,12/31/2023
450107,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450108,0015CWN5TZA8FJ8,Y,1/1/2023,12/31/2023
450119,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
450124,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
450128,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
450132,0015CAW8CCR7QV9,Y,1/1/2023,12/31/2023
450133,0015C9M4GDN2WY3,Y,1/1/2023,12/31/2023
450135,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450137,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450143,0015C5LFV335W0K,Y,1/1/2023,12/31/2023
450144,0015CJA108381GT,Y,1/1/2023,12/31/2023
450147,0015CR8535UDY24,Y,1/1/2023,12/31/2023
450148,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450152,0015CEL8EWK7PAH,Y,1/1/2023,12/31/2023
450154,0015CAV9ZYL92UX,Y,1/1/2023,12/31/2023
450155,0015CEZ6FY4WR6V,Y,1/1/2023,12/31/2023
450162,0015CCE123S5WK4,Y,1/1/2023,12/31/2023
450163,0015CJR3Z59N4NU,Y,1/1/2023,12/31/2023
450165,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450176,0015C1MMM1Y3VVM,Y,1/1/2023,12/31/2023
450184,0015CSB96W4QCU6,Y,1/1/2023,12/31/2023
450193,0015CWD2653NY5L,Y,1/1/2023,12/31/2023
450194,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
450196,0015CW76TRC3SVN,Y,1/1/2023,12/31/2023
450200,0015C28CYJ5LLF4,Y,1/1/2023,12/31/2023
450203,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450209,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
450210,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
450211,,,1/1/2023,12/31/2023
450213,0015CU573RZT579,Y,1/1/2023,12/31/2023
450222,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450229,0015CF2C9MW8EHH,Y,1/1/2023,12/31/2023
450231,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
450235,0015C7VZ9AGT1EX,Y,1/1/2023,12/31/2023
450236,0015CYJ419M5S70,Y,1/1/2023,12/31/2023
450237,0015CJR3Z59N4NU,Y,1/1/2023,12/31/2023
450241,0015C1JYN61MQC9,Y,1/1/2023,12/31/2023
450253,0015CFG3Q10HY2V,,1/1/2023,12/31/2023
450271,0015CMD18WXF6G6,Y,1/1/2023,12/31/2023
450272,0015CYJ419M5S70,Y,1/1/2023,12/31/2023
450289,0015CJZ7U2P5UY2,Y,1/1/2023,12/31/2023
450292,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450324,0015CQC4AND9RQT,Y,1/1/2023,12/31/2023
450330,0015CRC7WS3FUQ5,,1/1/2023,12/31/2023
450346,0015CY9N5RK82FA,Y,1/1/2023,12/31/2023
450347,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
450351,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450352,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
450358,0015C4WYM9EVW5K,Y,1/1/2023,12/31/2023
450369,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
450370,,,1/1/2023,12/31/2023
450372,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450379,0015C4H2WUK0S3A,Y,1/1/2023,12/31/2023
450388,0015CF1XL4QE1NQ,Y,1/1/2023,12/31/2023
450389,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
450395,,,1/1/2023,12/31/2023
450399,,,1/1/2023,12/31/2023
450400,0015CC4NC7PMU4W,Y,1/1/2023,12/31/2023
450403,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450411,0015CDA13YNK8F1,Y,1/1/2023,12/31/2023
450419,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450422,0015C80E18RAW4X,Y,1/1/2023,12/31/2023
450424,0015C4WYM9EVW5K,Y,1/1/2023,12/31/2023
450431,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
450447,0015CR8535UDY24,Y,1/1/2023,12/31/2023
450451,0015CFG3Q10HY2V,Y,1/1/2023,12/31/2023
450460,,,1/1/2023,12/31/2023
450462,0015CW9NZ1EMD4T,Y,1/1/2023,12/31/2023
450465,0015CZ64TN68JC3,Y,1/1/2023,12/31/2023
450469,0015CW4VMW3NMY3,Y,1/1/2023,12/31/2023
450475,0015C4J0ZKW5KKJ,Y,1/1/2023,12/31/2023
450484,0015CR8535UDY24,Y,1/1/2023,12/31/2023
450489,0015C8CHE73ABS5,Y,1/1/2023,12/31/2023
450498,0015CT0PPT32RH0,Y,1/1/2023,12/31/2023
450508,,,1/1/2023,12/31/2023
450518,0015C28CYJ5LLF4,Y,1/1/2023,12/31/2023
450537,0015CU63GY58X0S,Y,1/1/2023,12/31/2023
450539,0015CCE123S5WK4,Y,1/1/2023,12/31/2023
450563,0015CWW3R9FPD02,Y,1/1/2023,12/31/2023
450565,0015CHH98HFU0QQ,Y,1/1/2023,12/31/2023
450571,0015CGA84XJT6E0,Y,1/1/2023,12/31/2023
450573,0015CJR3Z59N4NU,Y,1/1/2023,12/31/2023
450584,0015CP587BP0W9H,Y,1/1/2023,12/31/2023
450587,0015CF2C9MW8EHH,Y,1/1/2023,12/31/2023
450596,0015CR8535UDY24,Y,1/1/2023,12/31/2023
450597,0015CVC1ACJ48YS,Y,1/1/2023,12/31/2023
450604,0015CE4ZXJ0FKT5,Y,1/1/2023,12/31/2023
450610,0015CSB96W4QCU6,Y,1/1/2023,12/31/2023
450617,0015C622YQ4JDC3,Y,1/1/2023,12/31/2023
